연도,변동사유발생연월일,판매업의종류,구분,업체명,소재지
2009,20090508,일반판매소,폐업,삼익석유,대구광역시 수성구 지산동 1241-7
2009,20090508,주유소,신규,송광주유소,전라남도 순천시 송광면 이읍리 1201
2009,20090508,주유소,신규등록,신우에너지(주),경기도 고양시 일산동구 성석동 1305-55
2009,20090512,일반대리점,폐업,송백에너지,부산광역시 중구 중앙동4가 76-1
2009,20090513,일반대리점,신규등록,(주)영남에터텍,경기도 부천시 원미구 상동 533-7 진성프라자 627
2009,20090513,주유소,휴업,남일,경상북도 안동시 일직면 운산리 16-1
2009,20090513,주유소,휴업,남일주유소,경상북도 안동시 일직면 운산리 16-1
2009,20090513,주유소,등록,지에스칼텍스(주)논현신도시제일점,인천광역시 남동구 고잔동 83-3
2009,20090514,일반대리점,개시,(주)용에너지,경상북도 상주시 외답동 463
2009,20090514,일반대리점,신규등록,(주)제이케이엘,경기도 안산시 단원구 고잔동 775 폴리타운 B-710
2009,20090514,주유소,신규등록,가야주유소,경기도 양주시 백석읍 방성리 882
2009,20090514,일반판매소,폐업,대동석유,경상남도 창원시 도계동 360-28
2009,20090514,일반판매소,폐업,밝은석유,충청북도 청주시 상당구 용암동 674-1
2009,20090514,주유소,신규,셀프오일마트,경상북도 경주시 충효동 1763
2009,20090514,주유소,폐업,신안주유소,경상남도 진주시 신안동 421-4
2009,20090514,일반판매소,신규,신운에너지,광주광역시 북구 일곡동 48-5
2009,20090514,일반판매소,휴업,현대특판,울산광역시 중구 서동 57-10
2009,20090515,일반판매소,폐업,광명석유,광주광역시 북구 두암동 862-6
2009,20090515,주유소,신규,동양산농협주유소,"경상남도 양산시 신기동 신기지구 4블럭 7,8롯트"
2009,20090515,판매소,폐업,세동에너지(주),경기도 화성시 신남동 47-1
2009,20090515,주유소,신규등록,신김포주유소,경기도 김포시 하성면 하사리 256-4
2009,20090516,일반판매소,폐업,동아에너지,경상남도 양산시 중부동 605-11
2009,20090518,주유소,폐업,(주)재기고객만족주유소,인천광역시 서구 가정동 544-4
2009,20090518,주유소,휴업,경인주유소,경기도 용인시 기흥구 상하동 464-1
2009,20090518,일반판매소,신규,구미에너지,경상북도 구미시 봉곡동 160-2
2009,20090518,일반판매소,폐업,은행석유,대전광역시 중구 은행동 115-11
2009,20090519,일반대리점,신규등록,신진에너지(주),경기도 화성시 진안동 914-2 미래프라자 901
2009,20090519,주유소,휴지,평화주유소,전라북도 부안군 진서면 곰소리 102
2009,20090520,주유소,휴업,동양주유소,강원도 삼척시 오분동 126-3
2009,20090520,일반판매소,폐업,모서농협,경상북도 상주시 모서면 삼포리 248-4
2009,20090520,주유소,휴업,신천주유소,경기도 동두천시 상패동 22-25
2009,20090520,주유소,신규등록,신한국제2주유소,경기도 용인시 처인구 양지면 추계리 181
2009,20090520,주유소,신규,에쓰오일강릉주유소,강원도 강릉시 포남동 1133-2
2009,20090520,일반판매소,폐업,오성에너지,충청북도 청주시 상당구 우암동 261-119
2009,20090520,주유소,휴업,우리들주유소,강원도 철원군 갈말읍 문혜리 695-6
2009,20090520,일반판매소,휴업,화성에너지,충청북도 청주시 상당구 운동동 482
2009,20090521,일반대리점,신규,(주)이레페트로,충청남도 아산시 도고면 시전리 346-33
2009,20090521,주유소,등록,부자3주유소,부산광역시 동래구 안락동 264-2
2009,20090521,일반판매소,폐업,소망에너지,인천광역시 부평구 부평동 377-8
2009,20090525,판매소,폐업,(주)밸룩스,경기도 고양시 일산구 장항동 751 삼성라끄빌 614
2009,20090525,일반판매소,폐업,(주)성지에너지,인천광역시 부평구 부평동 10-660
2009,20090525,주유소,신규,관촌농협주유소,전라북도 임실군 관촌면 병암리349-44
2009,20090525,주유소,개시,관촌농협주유소,전라북도 임실군 관촌면 병암리349-44
2009,20090525,주유소,신규,사랑주유소,전라북도 순창군 순창읍 남계리170
2009,20090525,주유소,폐업,새진해주유소,경상남도 진해시 서중동 21-11
2009,20090525,주유소,신규등록,정남IC주유소,경기도 화성시 정남면 관항리 81-5
2009,20090526,일반판매소,폐업,믿음석유,충청북도 청주시 흥덕구 복대동 52-11
2009,20090526,주유소,개시,사랑주유소,전라북도 순창군 순창읍 남계리170
2009,20090526,일반판매소,폐업,세한명진석유,충청북도 청주시 흥덕구 개신동 48-3
2009,20090526,용제,신규,제이앤제이,전라남도 여수시 안산동 465-7
2009,20090527,주유소,휴업,강서주유소,충청북도 청주시 흥덕구 강서동 14-10
2009,20090527,일반판매소,신규,늘푸른에너지,충청북도 충주시 주덕읍 덕련리 20
2009,20090527,일반판매소,폐업,원일에너지,인천광역시 서구 석남동 650-8
2009,20090527,주유소,신규,일광주유소,경상남도 마산시 산호동 620
2009,20090528,일반대리점,신규등록,(주)힘스,울산광역시 북구 매곡동 342-2
2009,20090528,주유소,휴업,대원주유소,충청북도 음성군 생극면 오생리 76-2
2009,20090528,주유소,신규등록,북부순환주유소,울산광역시 중구 태화동 293-2
2009,20090528,주유소,폐업,오아시스주유소,경기도 김포시 양촌면 구래리 779-1
2009,20090528,주유소,휴업,청초주유소,강원도 속초시 교동 987-6
2009,20090529,주유소,신규등록,경기제1주유소,경기도 남양주시 와부읍 월문리 507-4
2009,20090529,주유소,신규,용정에너지,강원도 동해시 용정동 73-1
2009,20090529,주유소,휴지,우리주유소,전라남도 여수시 신기동 27-1
2009,20090529,일반판매소,폐업,충청석유,충청북도 청주시 흥덕구 장성동 9-2
2009,20090530,주유소,사업재개,청계주유소,경기도 의왕시 내손동 381-5
2009,20090531,주유소,사업재개,포동주유소,경기도 시흥시 포동 1-34
2009,20090601,일반대리점,등록,(주)세일,부산광역시 동구 범일동 825-7 두산포세이돈
2009,20090601,일반판매소,폐업,경동석유,경상북도 경주시 천북면 동산리 396
2009,20090601,주유소,폐업,덕산주유소,경상남도 창원시 동읍 덕산리 771-2
2009,20090601,일반판매소,신규,동산석유,충청북도 청주시 상당구 탑동 261-13
2009,20090601,주유소,개시,정원주유소,전라북도 정읍시 소성면 천리 624-21
2009,20090602,일반판매소,폐업,경동석유,경상북도 경주시 천북면 동산리 396
2009,20090602,일반판매소,폐업,또또석유,충청북도 청주시 흥덕구 수곡동 49-34
2009,20090602,주유소,신규,신영주유소,경상남도 김해시 생림면 생림리 610-1
2009,20090603,일반판매소,휴업,대성상사,충청북도 음성군 금왕읍 오선리 284-1
2009,20090603,주유소,사업재개,동남제2주유소,경기도 안산시 단원구 대부남동 1084-6
2009,20090603,주유소,폐업,상패동주유소,경기도 동두천시 상패동 600-9
2009,20090603,주유소,휴업,영동주유소,강원도 삼척시 남양동 334-11
2009,20090604,주유소,신규,대현주유소,충청북도 청원군 오창읍 농소리 129-10
2009,20090604,일반판매소,폐업,제이엔디,대구광역시 동구 용계동 522-2
2009,20090605,일반판매소,폐업,경원석유,경상남도 김해시 삼정동 40-2
2009,20090605,일반판매소,휴업,대성상사,충청북도 음성군 금왕읍 오선리 284-1
2009,20090605,일반판매소,폐업,대영석유,경상북도 안동시 용상동 1578-7 
2009,20090605,일반판매소,휴업,명종석유,대구광역시 달서구 상인3동 1183
2009,20090605,주유소,신규,어등산주유소,광주광역시 광산구 소촌동 756-1
2009,20090605,주유소,폐업,용정주유소,강원도 동해시 용정동 49-4
2009,20090605,일반판매소,폐업,주원에너지,경상남도 김해시 주촌면 양동리 257-2
2009,20090605,일반판매소,폐업,㈜크로버,충청북도 음성군 대소면 삼정리 18
2009,20090605,일반판매소,폐업,한마음석유,경상남도 김해시 삼방동 568-9
2009,20090607,주유소,휴업사업재개,영신주유소,인천광역시 계양구 작전동 739-3
2009,20090608,일반대리점,등록,(주)금부,부산광역시 동구 초량동 1196-4 서강종합빌딩
2009,20090608,일반판매소,휴업,(주)이득대구지점,대구광역시 달서구 송현1동 1960-6
2009,20090608,일반판매소,휴업,(주)화성에너지,대구광역시 달서구 장동 831
2009,20090608,일반판매소,폐업,내촌농협협동조합,강원도 홍천군 내촌면 도관리 469-1
2009,20090608,주유소,휴업사업재개,연평주유소,인천광역시 옹진군 연평면 연평리 527
2009,20090608,주유소,등록,화명신도시주유소,광주광역시 북구 화명동 973-2
2009,20090609,일반대리점,등록,(주)대진석유,인천광역시 계양구 계산동 1062
2009,20090609,주유소,개시,SK행복주유소,전라북도 정읍시 북면 승부리 363-6
2009,20090609,일반판매소,휴업,개미산석유판매소,충청북도 음성군 원남면 보천리 723-1
2009,20090609,일반판매소,폐업,서울에너지,인천광역시 중구 해안동2가 4-16
2009,20090609,일반판매소,폐업,우리석유,울산광역시 동구 방어동 913-8
2009,20090609,부생연료유판매소,신규등록,제이앤디에너지,대구광역시 동구 용계동 522-2
2009,20090609,용제판매소,신규,피엔피에너지(주),경상남도 진해시 가주동 90-13
2009,20090610,주유소,신규,가곡주유소,경상남도 김해시 주촌면 양동리 257-1
2009,20090610,일반판매소,폐업,대창석유,광주광역시 남구 월산4동 944-27
2009,20090610,일반판매소,폐업,대흥에너지,광주광역시 남구 주월동 1055-14
2009,20090610,주유소,재개,월명,충청북도 충주시 신니면 견학리 361-1
2009,20090610,주유소,휴업사업재개,현대오일뱅크(주)수인주유소,인천광역시 남동구 구월동 1249-3
2009,20090612,일반대리점,등록,(주)대원패트로,부산광역시 동구 초량동 1203-10n O/P프레지던트
2009,20090612,주유소,등록,도림주유소,인천광역시 남동구 도림동 343-1
2009,20090612,일반판매소,폐업,완주석유,전라북도 완주군 삼례읍 신금리 115-1
2009,20090612,주유소,신규,완주주유소,전라북도 완주군 삼례읍 신금리 115-1
2009,20090612,주유소,신규,지곡주유소,경상남도 함양군 지곡면 공배리 8-9
2009,20090612,주유소,신규등록,화산주유소,경기도 화성시 우정읍 화산리 139-1
2009,20090615,일반판매소,폐업,SK금오에너지,대구광역시 서구 이현동 222-1
2009,20090615,일반판매소,폐업,무등에너지,광주광역시 북구 연제동 481-16
2009,20090615,일반판매소,휴업,부경에너지,울산광역시 중구 성안동 803-18
2009,20090615,일반판매소,폐업,서울석유,대구광역시 서구 비산동 406-40
2009,20090615,주유소,휴업,신화주유소,경기도 부천시 오정구 오정동 593-4
2009,20090615,주유소,폐업,영북강산,경상북도 영천시 도림동 719-3
2009,20090616,일반대리점,등록,(주)이오일,전라북도 김제시 흥사동 34-2
2009,20090616,주유소,신규,주덕농협클린,충청북도 충주시 주덕읍 신양리 550-6
2009,20090616,주유소,신규,행복날개주유소,충청북도 청주시 상당구 주성동 165-1
2009,20090617,일반판매소,휴업,세일에너지,경상남도 마산시 내서읍 중리 1122-7
2009,20090618,일반대리점,폐업,(유)영광상사,전라북도 군산시 산북동 1220-2
2009,20090618,주유소,신규,이마트셀프주유소,경상북도 포항시 남구 인덕동 161-176
2009,20090618,주유소,신규,한성골드주유소,광주광역시 광산구 월전동 274-1
2009,20090618,주유소,신규,효문주유소,경상북도 포항시 남구 효자동 378-1
2009,20090619,일반대리점,등록,(유)진영해운엔지니어링,전라북도 군산시 소룡동 1646-5
2009,20090619,일반대리점,폐업,(주)금강에너지,경기도 양주시 율정동 475-13
2009,20090619,주유소,폐업,북후주유소,경상북도 안동시 북후면 도촌리 47-1
2009,20090619,주유소,신규등록,신동아1주유소,울산광역시 남구 삼산동 217-4.5
2009,20090619,주유소,개시,실크로드주유소,전라북도 군산시 산북동 1433
2009,20090619,주유소,신규,우리주유소,경상북도 울진군 울진읍 읍남리 120-1
2009,20090619,주유소,사업재개,태양주유소,경기도 부천시 원미구 심곡동 138-2
2009,20090619,일반판매소,폐업,화영석유,경상남도 마산시 합성2동 262-31
2009,20090619,주유소,개시,효문주유소,경상북도 포항시 남구 효자동 378-1
2009,20090622,주유소,폐업,계룡주유소,전라남도 해남군 계곡면 법곡리 292
